"","co2","temperature","humidity","door","motion","fp2","occupancy","weekday","hour"
"1342",972,23.36,53.29,1278361,18693,"detection","detection","Monday",14
"1343",993,23.36,53.29,1338356,8541,"detection","detection","Monday",14
"1344",997,23.36,53.29,1398360,68544,"detection","detection","Monday",14
"1345",1000,23.36,53.29,1458352,42543,"detection","detection","Monday",14
"1346",1000,23.36,53.29,1518414,42604,"detection","detection","Monday",14
"1347",1012,23.36,53.29,1578355,29930,"detection","detection","Monday",14
"1348",1026,23.36,53.29,1638355,5815,"detection","detection","Monday",14
"1349",1036,23.36,53.29,1698353,65814,"detection","detection","Monday",14
"1350",1045,23.36,53.29,1758353,56264,"detection","detection","Monday",14
"1351",1046,23.36,53.29,1818364,54260,"detection","detection","Monday",14
"1352",1066,23.36,53.29,1878361,56099,"detection","detection","Monday",14
"1353",1063,23.36,53.29,1938356,29754,"detection","detection","Monday",14
"1354",1062,23.36,53.29,1998363,23447,"detection","detection","Monday",14
"1355",1056,23.36,53.29,2058358,1905,"detection","detection","Monday",14
"1356",1051,23.36,53.29,2118359,61907,"detection","detection","Monday",14
"1357",1058,23.36,53.29,2178364,58550,"detection","detection","Monday",14
"1358",1059,23.17,53.29,2238359,897,"detection","detection","Monday",14
"1359",1059,23.17,53.29,2298354,60895,"detection","detection","Monday",14
"1360",1060,23.17,53.29,2358355,43818,"detection","detection","Monday",14
"1361",1066,23.17,53.29,2418364,24388,"detection","detection","Monday",14
"1362",1065,23.17,53.29,2478409,22788,"detection","detection","Monday",14
"1363",1067,23.17,53.29,2538367,23155,"detection","detection","Monday",14
"1364",1068,23.17,53.29,2598358,7307,"detection","detection","Monday",14
"1365",1066,23.17,53.29,2658358,3026,"detection","detection","Monday",14
"1366",1064,23.17,53.29,2718358,4852,"detection","detection","Monday",14
"1367",1067,23.17,53.29,2778355,64849,"detection","detection","Monday",14
"1368",1068,23.17,53.29,2838349,49611,"detection","detection","Monday",14
"1369",1069,23.17,53.29,2898367,40615,"detection","detection","Monday",14
"1370",1074,23.17,53.29,2958355,24325,"detection","detection","Monday",14
"1371",1074,23.17,53.29,3018360,84330,"detection","detection","Monday",14
"1372",1074,23.17,53.29,3078363,60199,"detection","detection","Monday",14
"1373",1085,23.17,53.29,3138356,36260,"detection","detection","Monday",14
"1374",1088,23.17,53.29,3198358,36605,"detection","detection","Monday",14
"1375",1091,23.17,53.29,3258356,33934,"detection","detection","Monday",14
"1376",1087,23.17,53.29,3318350,93929,"detection","detection","Monday",14
"1377",1086,23.17,53.29,3378364,51296,"detection","detection","Monday",14
"1378",1088,23.17,53.29,3438420,46917,"detection","detection","Monday",14
"1379",1087,23.17,53.29,3498357,42475,"detection","detection","Monday",14
"1380",1090,23.17,53.29,3558352,43480,"detection","detection","Monday",14
"1381",1092,23.17,53.29,3618360,103488,"detection","detection","Monday",15
"1382",1091,23.17,53.29,3678355,60916,"detection","detection","Monday",15
"1383",1088,23.17,53.29,3738355,53762,"detection","detection","Monday",15
"1384",1089,23.17,53.29,3798363,44008,"detection","detection","Monday",15
"1385",1094,23.17,53.29,734,45999,"detection","detection","Monday",15
"1386",1099,23.17,53.29,60738,35254,"detection","detection","Monday",15
"1387",1100,23.17,53.29,2541,35444,"detection","detection","Monday",15
"1388",1087,23.17,53.29,62546,21736,"detection","detection","Monday",15
"1389",1067,23.17,53.29,45017,81735,"detection","detection","Monday",15
"1390",1055,23.17,53.29,105020,141737,"detection","detection","Monday",15
"1391",1049,23.17,53.29,165031,46895,"detection","detection","Monday",15
"1392",1043,23.17,53.29,225017,34878,"detection","detection","Monday",15
"1393",1037,23.17,53.29,285016,94878,"detection","detection","Monday",15
"1394",1033,23.17,53.29,345073,154938,"detection","detection","Monday",15
"1395",1032,23.17,53.29,405019,214882,"detection","detection","Monday",15
"1396",1019,23.17,53.29,465023,274883,"detection","detection","Monday",15
"1397",1019,23.17,53.29,525010,20288,"detection","detection","Monday",15
"1398",1016,23.17,53.29,585025,80300,"detection","detection","Monday",15
"1399",1014,23.17,53.29,645035,22800,"detection","detection","Monday",15
"1400",1012,23.17,53.29,705021,82789,"detection","detection","Monday",15
"1401",1007,23.17,53.29,765017,142785,"detection","detection","Monday",15
"1402",1001,23.17,53.29,825016,202784,"detection","detection","Monday",15
"1403",997,23.17,53.29,885023,262790,"detection","detection","Monday",15
"1404",993,23.17,53.29,945051,33290,"detection","detection","Monday",15
"1405",994,23.17,53.29,1005020,93286,"detection","detection","Monday",15
"1406",986,23.17,53.29,1065020,153291,"detection","detection","Monday",15
"1407",983,23.17,53.29,1125016,213286,"detection","detection","Monday",15
"1408",980,23.17,53.29,1185016,22621,"detection","detection","Monday",15
"1409",972,23.17,53.29,1245080,82685,"detection","detection","Monday",15
"1410",968,23.17,53.29,1305032,142628,"detection","detection","Monday",15
"1411",960,23.17,53.29,1365020,202628,"detection","detection","Monday",15
"1412",956,23.03,53.29,1425023,19278,"detection","detection","Monday",15
"1413",951,23.03,53.29,1485012,79266,"detection","detection","Monday",15
"1414",948,23.03,53.29,1545015,139272,"detection","detection","Monday",15
"1415",947,23.03,53.29,1605022,199278,"detection","detection","Monday",15
"1416",946,23.03,53.29,1665019,259273,"detection","detection","Monday",15
"1417",946,23.03,53.29,1725020,47700,"detection","detection","Monday",15
"1418",944,23.03,53.29,1785021,107696,"detection","detection","Monday",15
"1419",948,23.03,53.29,1845021,40077,"detection","detection","Monday",15
"1420",949,23.03,53.29,11463,32358,"detection","detection","Monday",15
"1421",941,23.03,53.29,71470,92364,"detection","detection","Monday",15
"1422",941,23.03,53.29,131470,152365,"detection","detection","Monday",15
"1423",943,23.03,53.29,191490,212386,"detection","detection","Monday",15
"1424",941,23.03,53.29,251499,272364,"detection","detection","Monday",15
"1425",936,23.03,53.29,311522,49005,"detection","detection","Monday",15
"1426",934,23.03,53.29,371465,108949,"detection","detection","Monday",15
"1427",934,22.83,53.29,431471,57118,"detection","detection","Monday",15
"1428",931,22.83,53.29,491462,23646,"detection","detection","Monday",15
"1429",929,22.83,53.29,551473,83653,"detection","detection","Monday",15
"1430",926,22.83,53.29,611470,25336,"detection","detection","Monday",15
"1431",924,22.83,53.29,671495,23268,"detection","detection","Monday",15
"1432",925,22.83,53.29,731469,83245,"detection","detection","Monday",15
"1433",922,22.83,53.29,791469,143246,"detection","detection","Monday",15
"1434",919,22.83,53.29,851469,26945,"detection","detection","Monday",15
"1435",916,22.83,53.29,5322,15585,"detection","non_detection","Monday",15
"1436",914,22.83,53.29,65321,75584,"detection","non_detection","Monday",15
"1437",906,22.83,53.29,125319,135581,"detection","non_detection","Monday",15
"1438",899,22.83,53.29,185312,195577,"detection","non_detection","Monday",15
"1439",893,22.83,53.29,245313,255576,"detection","non_detection","Monday",15
"1440",876,22.83,53.29,305316,315577,"detection","non_detection","Monday",15
"1441",866,22.83,53.29,365368,375633,"detection","non_detection","Monday",16
"1442",858,22.83,53.29,425322,435584,"detection","non_detection","Monday",16
"1443",851,22.83,53.29,485318,495579,"detection","non_detection","Monday",16
"1444",845,22.83,53.29,545315,555577,"detection","non_detection","Monday",16
"1445",842,22.83,53.29,605315,615576,"detection","non_detection","Monday",16
"1446",838,22.83,53.29,665310,675575,"detection","non_detection","Monday",16
"1447",838,22.83,53.29,725324,735584,"detection","non_detection","Monday",16
"1448",830,22.83,53.29,785319,795580,"detection","non_detection","Monday",16
"1449",817,22.83,53.29,845320,855584,"detection","non_detection","Monday",16
"1450",813,22.83,53.29,905318,915577,"detection","non_detection","Monday",16
"1451",806,22.83,53.29,965320,975581,"detection","non_detection","Monday",16
"1452",799,22.83,53.29,1025316,1035578,"detection","non_detection","Monday",16
"1453",796,22.83,53.29,1085312,1095575,"detection","non_detection","Monday",16
"1454",787,22.83,53.29,1145321,1155581,"detection","non_detection","Monday",16
"1455",783,22.83,53.29,1205322,1215585,"detection","non_detection","Monday",16
"1456",778,22.83,53.29,1265315,1275578,"detection","non_detection","Monday",16
"1457",774,22.83,53.29,1325379,1335635,"detection","non_detection","Monday",16
"1458",771,22.83,53.29,1385322,1395584,"detection","non_detection","Monday",16
"1459",768,22.83,53.29,1445317,1455579,"detection","non_detection","Monday",16
"1460",763,22.83,53.29,1505324,1515587,"detection","non_detection","Monday",16
"1461",759,22.83,53.29,1565318,1575579,"detection","non_detection","Monday",16
"1462",754,22.83,53.29,1625319,1635580,"detection","non_detection","Monday",16
"1463",751,22.83,53.29,1685325,1695587,"detection","non_detection","Monday",16
"1464",747,22.83,53.29,1745322,1755584,"detection","non_detection","Monday",16
"1465",747,22.83,53.29,1805323,1815587,"detection","non_detection","Monday",16
"1466",742,22.83,53.29,1865350,1875607,"detection","non_detection","Monday",16
"1467",743,22.45,53.29,1925316,1935579,"detection","detection","Monday",16
"1468",753,22.45,53.29,1985318,51595,"detection","detection","Monday",16
"1469",761,22.45,53.29,2045319,31505,"detection","detection","Monday",16
"1470",769,22.45,53.29,2105302,20644,"detection","detection","Monday",16
"1471",776,22.45,53.29,2165321,80663,"detection","detection","Monday",16
"1472",780,22.45,53.29,2225326,2009,"detection","detection","Monday",16
"1473",780,22.45,53.29,2285368,62055,"detection","non_detection","Monday",16
"1474",782,22.45,53.29,2345313,122000,"detection","non_detection","Monday",16
"1475",781,22.45,53.29,2405321,182006,"detection","non_detection","Monday",16
"1476",778,22.45,53.29,2465321,242004,"detection","non_detection","Monday",16
"1477",773,22.45,53.29,2525312,301996,"detection","non_detection","Monday",16
"1478",769,22.45,53.29,2585316,361999,"detection","non_detection","Monday",16
"1479",765,22.32,53.29,2645319,422003,"detection","non_detection","Monday",16
"1480",762,22.32,53.29,2705316,482002,"detection","non_detection","Monday",16
"1481",756,22.32,53.29,2765314,542000,"detection","non_detection","Monday",16
"1482",755,22.32,53.29,2825316,602002,"detection","non_detection","Monday",16
"1483",749,22.32,53.29,2885314,662000,"detection","non_detection","Monday",16
"1484",743,22.32,53.29,2945321,722005,"detection","non_detection","Monday",16
"1485",741,22.32,53.29,3005321,782005,"detection","non_detection","Monday",16
"1486",741,22.32,53.29,3065322,842008,"detection","non_detection","Monday",16
"1487",738,22.32,53.29,3125314,901999,"detection","non_detection","Monday",16
"1488",738,22.32,53.29,3185324,962006,"detection","non_detection","Monday",16
"1489",737,22.32,53.29,3245359,1022043,"detection","non_detection","Monday",16
"1490",736,22.32,53.29,3305318,1082001,"detection","non_detection","Monday",16
"1491",734,22.32,53.29,3365322,1142001,"detection","non_detection","Monday",16
"1492",729,22.32,53.29,3425320,1202003,"detection","non_detection","Monday",16
"1493",729,22.32,53.29,3485310,1261995,"detection","non_detection","Monday",16
"1494",730,22.32,53.29,3545320,1322004,"detection","non_detection","Monday",16
"1495",731,22.32,53.29,3605319,1382004,"detection","non_detection","Monday",16
"1496",732,22.32,53.29,3331,18296,"detection","detection","Monday",16
"1497",734,22.32,53.29,63328,20344,"detection","detection","Monday",16
"1498",742,22.32,53.29,123331,22416,"detection","detection","Monday",16
"1499",742,22.32,53.29,183344,24492,"detection","detection","Monday",16
"1500",754,22.32,53.29,243341,24858,"detection","detection","Monday",16
"1501",794,24.79,54.03,1707400,1670399,"non_detection","non_detection","Tuesday",9
"1502",790,24.79,54.03,1767413,1730408,"non_detection","non_detection","Tuesday",9
"1503",789,24.79,54.03,1827405,1790405,"non_detection","non_detection","Tuesday",9
"1504",793,24.79,54.03,1887398,1850397,"non_detection","non_detection","Tuesday",9
"1505",794,24.79,54.03,1947402,1910402,"non_detection","non_detection","Tuesday",9
"1506",799,24.79,54.03,2007407,1970403,"non_detection","non_detection","Tuesday",9
"1507",802,24.79,54.03,2067401,2030397,"non_detection","non_detection","Tuesday",9
"1508",805,24.87,54.03,2127409,2090406,"non_detection","non_detection","Tuesday",9
"1509",806,24.87,54.03,2187415,2150411,"non_detection","non_detection","Tuesday",9
"1510",806,24.87,54.03,2247409,2210404,"non_detection","non_detection","Tuesday",9
"1511",811,24.87,54.03,2307404,2270402,"non_detection","non_detection","Tuesday",9
"1512",809,24.87,54.03,2367456,2330453,"non_detection","non_detection","Tuesday",9
"1513",808,24.87,54.03,2427404,2390402,"non_detection","non_detection","Tuesday",9
"1514",804,24.87,54.03,2487424,2450421,"non_detection","non_detection","Tuesday",9
"1515",805,24.87,54.03,2547404,2510399,"non_detection","non_detection","Tuesday",9
"1516",800,24.87,54.03,2607404,2570398,"non_detection","non_detection","Tuesday",9
"1517",797,24.87,54.03,2667410,2630406,"non_detection","non_detection","Tuesday",9
"1518",793,24.87,54.03,2727429,2690428,"non_detection","non_detection","Tuesday",9
"1519",789,24.87,54.03,2787400,2750400,"non_detection","non_detection","Tuesday",9
"1520",784,24.87,54.03,2847403,2810403,"non_detection","non_detection","Tuesday",9
"1521",782,24.87,54.03,2907395,2870394,"non_detection","non_detection","Tuesday",9
"1522",784,24.87,54.03,2967449,2930447,"non_detection","non_detection","Tuesday",9
"1523",783,24.87,54.03,18304,27515,"detection","detection","Tuesday",9
"1524",786,24.87,54.03,78301,22193,"detection","detection","Tuesday",9
"1525",799,24.87,54.03,138309,82200,"detection","detection","Tuesday",9
"1526",825,24.87,54.03,198307,54377,"detection","detection","Tuesday",9
"1527",850,24.87,54.03,258310,53606,"detection","detection","Tuesday",9
"1528",876,24.87,54.03,318356,53594,"detection","detection","Tuesday",9
"1529",891,24.87,54.03,378309,45017,"detection","detection","Tuesday",9
"1530",897,24.87,54.03,438312,47115,"detection","detection","Tuesday",9
"1531",905,24.87,54.03,498317,49213,"detection","detection","Tuesday",9
"1532",907,24.87,54.03,558306,47816,"detection","detection","Tuesday",9
"1533",936,24.87,54.03,618313,48988,"detection","detection","Tuesday",9
"1534",953,24.87,54.03,678313,31524,"detection","detection","Tuesday",9
"1535",953,24.87,54.03,738309,33386,"detection","detection","Tuesday",9
"1536",961,24.87,54.03,798309,35222,"detection","detection","Tuesday",9
"1537",976,24.87,54.03,858307,35830,"detection","detection","Tuesday",9
"1538",994,24.87,54.03,918308,36809,"detection","detection","Tuesday",9
"1539",1002,24.87,54.03,978311,33683,"detection","detection","Tuesday",9
"1540",1015,24.87,54.03,1038311,32265,"detection","detection","Tuesday",9
"1541",1036,24.87,54.03,1098302,33888,"detection","detection","Tuesday",9
"1542",1050,24.87,54.03,1158313,35624,"detection","detection","Tuesday",9
"1543",1056,24.87,54.03,1218314,33141,"detection","detection","Tuesday",9
"1544",1063,24.87,54.03,1278367,34986,"detection","detection","Tuesday",9
"1545",1080,24.87,54.03,1338302,36868,"detection","detection","Tuesday",9
"1546",1083,24.87,54.03,1398309,38949,"detection","detection","Tuesday",9
"1547",1084,24.87,54.03,1458316,40987,"detection","detection","Tuesday",9
"1548",1083,24.87,54.03,1518311,38335,"detection","detection","Tuesday",9
"1549",1086,25.06,54.03,1578314,40139,"detection","detection","Tuesday",9
"1550",1094,25.06,54.03,1638303,40897,"detection","detection","Tuesday",9
"1551",1097,25.06,54.03,1698309,38299,"detection","detection","Tuesday",9
"1552",1096,25.06,54.03,1758316,39664,"detection","detection","Tuesday",9
"1553",1101,25.06,54.03,1818307,41768,"detection","detection","Tuesday",9
"1554",1107,25.06,54.03,1878307,43608,"detection","non_detection","Tuesday",9
"1555",1116,25.06,54.03,44911,45659,"detection","non_detection","Tuesday",9
"1556",1106,25.06,54.03,104909,105656,"detection","non_detection","Tuesday",9
"1557",1107,25.06,54.03,164918,165666,"detection","non_detection","Tuesday",9
"1558",1121,25.06,54.03,224908,225658,"detection","non_detection","Tuesday",9
"1559",1095,25.06,54.03,1055,285662,"detection","detection","Tuesday",9
"1560",1034,25.06,54.03,61122,2110,"detection","detection","Tuesday",9
"1561",1034,25.06,54.03,121050,62040,"detection","detection","Tuesday",10
"1562",1026,25.06,54.03,181059,49394,"detection","detection","Tuesday",10
"1563",1020,25.06,54.03,241044,38507,"detection","detection","Tuesday",10
"1564",995,25.06,54.03,47639,38397,"detection","detection","Tuesday",10
"1565",1001,25.06,54.03,107641,98399,"detection","detection","Tuesday",10
"1566",1025,25.06,54.03,167639,158398,"detection","detection","Tuesday",10
"1567",1042,25.06,54.03,227639,60281,"detection","detection","Tuesday",10
"1568",1045,25.06,54.03,287636,44974,"detection","detection","Tuesday",10
"1569",1047,25.06,54.03,347638,32450,"detection","detection","Tuesday",10
"1570",1054,25.06,54.03,407640,26314,"detection","detection","Tuesday",10
"1571",1062,25.06,54.03,467635,86310,"detection","detection","Tuesday",10
"1572",1078,25.06,54.03,527633,146309,"detection","detection","Tuesday",10
"1573",1085,25.06,54.03,587646,55719,"detection","detection","Tuesday",10
"1574",1092,25.06,54.03,647639,55434,"detection","detection","Tuesday",10
"1575",1111,25.06,54.03,707642,56454,"detection","detection","Tuesday",10
"1576",1116,25.06,54.03,767688,58608,"detection","detection","Tuesday",10
"1577",1125,25.06,54.03,827637,45056,"detection","detection","Tuesday",10
"1578",1131,25.06,54.03,887636,47083,"detection","detection","Tuesday",10
"1579",1139,25.06,54.03,947641,45145,"detection","detection","Tuesday",10
"1580",1141,25.06,54.03,1007647,7581,"detection","detection","Tuesday",10
"1581",1137,25.06,54.03,1067642,67578,"detection","detection","Tuesday",10
"1582",1147,25.06,54.03,1127642,56032,"detection","detection","Tuesday",10
"1583",1160,25.06,54.03,1187635,57744,"detection","detection","Tuesday",10
"1584",1178,25.06,54.03,1247637,59497,"detection","detection","Tuesday",10
"1585",1192,25.06,54.03,1307633,26507,"detection","detection","Tuesday",10
"1586",1192,25.06,54.03,1367641,28520,"detection","detection","Tuesday",10
"1587",1181,25.06,54.03,1427639,11361,"detection","detection","Tuesday",10
"1588",1171,25.06,54.03,1487634,12293,"detection","detection","Tuesday",10
"1589",1165,25.06,54.03,1547643,14168,"detection","detection","Tuesday",10
"1590",1157,25.06,54.03,1607682,15368,"detection","detection","Tuesday",10
"1591",1152,25.06,54.03,1667644,75332,"detection","detection","Tuesday",10
"1592",1168,25.06,54.03,1727707,53555,"detection","detection","Tuesday",10
"1593",1167,25.06,54.03,1787649,55578,"detection","detection","Tuesday",10
"1594",1167,25.06,54.03,1847641,32603,"detection","detection","Tuesday",10
"1595",1178,25.06,54.03,1907636,27214,"detection","detection","Tuesday",10
"1596",1181,25.06,54.03,1967635,29060,"detection","detection","Tuesday",10
"1597",1183,25.06,54.03,2027645,89069,"detection","detection","Tuesday",10
"1598",1183,25.06,54.03,2087644,58660,"detection","detection","Tuesday",10
"1599",1178,25.39,54.03,2147635,6700,"detection","detection","Tuesday",10
"1600",1181,25.39,54.03,2207655,8800,"detection","detection","Tuesday",10
"1601",1183,25.39,54.03,2267637,10472,"detection","detection","Tuesday",10
"1602",1191,25.39,54.03,2327636,70469,"detection","detection","Tuesday",10
"1603",1191,25.39,54.03,2387633,130471,"detection","detection","Tuesday",10
"1604",1193,25.39,54.03,2447633,190469,"detection","detection","Tuesday",10
"1605",1188,25.39,54.03,2507647,55694,"detection","detection","Tuesday",10
"1606",1186,25.39,54.03,2567660,57606,"detection","detection","Tuesday",10
"1607",1189,25.39,54.03,2627635,38862,"detection","detection","Tuesday",10
"1608",1183,25.39,54.03,28523,38311,"detection","non_detection","Tuesday",10
"1609",1167,25.39,54.03,88475,98261,"detection","non_detection","Tuesday",10
"1610",1167,25.39,54.03,148462,158254,"non_detection","non_detection","Tuesday",10
"1611",1171,25.39,54.03,208462,218253,"non_detection","non_detection","Tuesday",10
"1612",1170,25.39,54.03,268463,278253,"non_detection","non_detection","Tuesday",10
"1613",1118,25.39,54.03,328462,338253,"non_detection","non_detection","Tuesday",10
"1614",1082,25.39,54.03,388466,398255,"non_detection","non_detection","Tuesday",10
"1615",1055,25.39,54.03,448460,8299,"detection","non_detection","Tuesday",10
"1616",1040,25.39,54.03,508464,68301,"detection","detection","Tuesday",10
"1617",1010,25.39,54.03,568455,128296,"detection","non_detection","Tuesday",10
"1618",1068,25.39,54.03,628466,12369,"non_detection","non_detection","Tuesday",10
"1619",1060,25.39,54.03,688465,72371,"non_detection","non_detection","Tuesday",10
"1620",997,25.39,54.03,748464,132371,"non_detection","non_detection","Tuesday",10
"1621",984,25.39,54.03,808464,192371,"non_detection","non_detection","Tuesday",11
"1622",977,25.39,54.03,868463,252371,"non_detection","non_detection","Tuesday",11
"1623",969,25.39,54.03,928462,312368,"non_detection","non_detection","Tuesday",11
"1624",964,25.39,54.03,988516,372424,"non_detection","non_detection","Tuesday",11
"1625",961,25.39,54.03,1048465,432372,"non_detection","non_detection","Tuesday",11
"1626",952,25.39,54.03,1108466,492372,"non_detection","non_detection","Tuesday",11
"1627",924,25.39,54.03,1168465,552371,"non_detection","non_detection","Tuesday",11
"1628",920,25.39,54.03,1228462,25858,"detection","non_detection","Tuesday",11
"1629",920,25.39,54.03,1288473,24062,"non_detection","non_detection","Tuesday",11
"1630",917,25.39,54.03,1348472,84065,"non_detection","non_detection","Tuesday",11
"1631",903,25.39,54.03,1408467,2237,"detection","detection","Tuesday",11
"1632",898,25.39,54.03,34021,62228,"detection","detection","Tuesday",11
"1633",930,25.39,54.03,94041,122244,"detection","detection","Tuesday",11
"1634",941,25.39,54.03,154034,20668,"detection","detection","Tuesday",11
"1635",947,25.39,54.03,214030,14000,"detection","detection","Tuesday",11
"1636",947,25.39,54.03,274030,74001,"detection","detection","Tuesday",11
"1637",970,25.39,54.03,334034,134004,"detection","detection","Tuesday",11
"1638",976,25.39,54.03,394024,193999,"detection","detection","Tuesday",11
"1639",980,25.39,54.03,454035,58121,"detection","detection","Tuesday",11
"1640",979,25.39,54.03,514082,35816,"detection","detection","Tuesday",11
"1641",996,25.39,54.03,574028,28868,"detection","detection","Tuesday",11
"1642",1023,25.39,54.03,634032,88871,"detection","detection","Tuesday",11
"1643",1031,25.39,54.03,694040,34206,"detection","detection","Tuesday",11
"1644",1041,25.39,54.03,754030,25623,"detection","detection","Tuesday",11
"1645",1041,25.39,54.03,814030,85627,"detection","detection","Tuesday",11
"1646",1045,25.39,54.03,874033,44638,"detection","detection","Tuesday",11
"1647",1044,25.39,54.03,934033,6848,"detection","detection","Tuesday",11
"1648",1046,25.39,54.03,994036,66850,"detection","detection","Tuesday",11
"1649",1055,25.39,54.03,1054032,48302,"detection","detection","Tuesday",11
"1650",1053,25.39,54.03,1114019,32091,"detection","detection","Tuesday",11
"1651",1058,25.39,54.03,1174029,92098,"detection","detection","Tuesday",11
"1652",1075,25.39,54.03,1234029,9859,"detection","detection","Tuesday",11
"1653",1079,25.39,54.03,29685,69859,"non_detection","non_detection","Tuesday",11
"1654",1054,25.39,54.03,89680,129853,"non_detection","non_detection","Tuesday",11
"1655",1035,25.39,54.03,149688,189860,"non_detection","non_detection","Tuesday",11
"1656",1021,25.39,54.03,209744,249918,"non_detection","non_detection","Tuesday",11
"1657",1005,25.39,54.03,269689,309862,"non_detection","non_detection","Tuesday",11
"1658",993,25.39,54.03,329687,369859,"non_detection","non_detection","Tuesday",11
"1659",979,25.59,54.03,389681,429854,"non_detection","non_detection","Tuesday",11
"1660",960,25.59,54.03,449685,489856,"non_detection","non_detection","Tuesday",11
"1661",960,25.59,54.03,509689,549862,"non_detection","non_detection","Tuesday",11
"1662",930,25.59,54.03,569686,609858,"non_detection","non_detection","Tuesday",11
"1663",917,25.59,54.03,629665,669838,"non_detection","non_detection","Tuesday",11
"1664",904,25.59,54.03,689677,729849,"non_detection","non_detection","Tuesday",11
"1665",866,25.59,54.03,749687,789857,"non_detection","non_detection","Tuesday",11
"1666",858,25.59,54.03,809693,849865,"non_detection","non_detection","Tuesday",11
"1667",854,25.59,54.03,869682,909856,"non_detection","non_detection","Tuesday",11
"1668",847,25.59,54.03,929681,969852,"non_detection","non_detection","Tuesday",11
"1669",836,25.59,54.03,989681,1029854,"non_detection","non_detection","Tuesday",11
"1670",826,25.59,54.03,1049682,1089856,"non_detection","non_detection","Tuesday",11
"1671",818,25.59,54.03,1109688,1149860,"non_detection","non_detection","Tuesday",11
"1672",803,25.59,54.03,1169741,1209913,"non_detection","non_detection","Tuesday",11
"1673",790,25.59,54.03,1229681,1269855,"non_detection","non_detection","Tuesday",11
"1674",776,25.59,54.03,1289686,1329856,"non_detection","non_detection","Tuesday",11
"1675",767,25.59,54.03,1349683,1389857,"non_detection","non_detection","Tuesday",11
"1676",762,25.59,54.03,1409681,1449853,"non_detection","non_detection","Tuesday",11
"1677",755,25.59,54.03,1469684,1509856,"non_detection","non_detection","Tuesday",11
"1678",747,25.59,54.03,1529685,1569857,"non_detection","non_detection","Tuesday",11
"1679",745,25.59,54.03,1589692,1629865,"non_detection","non_detection","Tuesday",11
"1680",740,25.59,54.03,1649690,1689860,"non_detection","non_detection","Tuesday",11
"1681",738,25.59,54.03,1709684,1749856,"non_detection","non_detection","Tuesday",12
"1682",731,25.59,54.03,1769690,1809858,"non_detection","non_detection","Tuesday",12
"1683",727,25.59,54.03,1829677,1869850,"non_detection","non_detection","Tuesday",12
"1684",715,25.59,54.03,1889682,1929854,"non_detection","non_detection","Tuesday",12
"1685",714,25.59,54.03,1949684,1989855,"non_detection","non_detection","Tuesday",12
"1686",712,25.59,54.03,2009684,2049856,"non_detection","non_detection","Tuesday",12
"1687",712,25.59,54.03,2069678,2109850,"non_detection","non_detection","Tuesday",12
"1688",711,25.59,54.03,2129741,2169915,"non_detection","non_detection","Tuesday",12
"1689",711,25.59,54.03,2189689,2229859,"non_detection","non_detection","Tuesday",12
"1690",713,25.59,54.03,2249687,2289859,"non_detection","non_detection","Tuesday",12
"1691",713,25.59,54.03,2309688,2349861,"non_detection","non_detection","Tuesday",12
"1692",713,25.59,54.03,2369679,2409850,"non_detection","non_detection","Tuesday",12
"1693",712,25.59,54.03,2429688,2469858,"non_detection","non_detection","Tuesday",12
"1694",711,25.59,54.03,2489690,2529862,"non_detection","non_detection","Tuesday",12
"1695",710,25.59,54.03,2549690,2589863,"non_detection","non_detection","Tuesday",12
"1696",707,25.59,54.03,2609684,2649858,"non_detection","non_detection","Tuesday",12
"1697",703,25.59,54.03,2669684,2709855,"non_detection","non_detection","Tuesday",12
"1698",702,25.59,54.03,2729686,2769857,"non_detection","non_detection","Tuesday",12
"1699",699,25.59,54.03,2789682,2829855,"non_detection","non_detection","Tuesday",12
"1700",696,25.59,54.03,2849685,2889857,"non_detection","non_detection","Tuesday",12
"1701",697,25.59,54.03,2909682,2949853,"non_detection","non_detection","Tuesday",12
"1702",694,25.59,54.03,2969665,3009839,"non_detection","non_detection","Tuesday",12
"1703",692,25.59,54.03,3029678,3069852,"non_detection","non_detection","Tuesday",12
"1704",691,25.59,54.03,3089740,3129912,"detection","detection","Tuesday",12
"1705",688,25.59,54.03,3149682,38956,"non_detection","non_detection","Tuesday",12
"1706",691,25.59,54.03,3209678,98952,"non_detection","non_detection","Tuesday",12
"1707",690,25.59,54.03,3269689,158961,"non_detection","non_detection","Tuesday",12
"1708",687,25.59,54.03,3329685,218957,"non_detection","non_detection","Tuesday",12
"1709",682,25.59,54.03,3389683,278954,"non_detection","non_detection","Tuesday",12
"1710",683,25.59,54.03,3449686,338961,"non_detection","non_detection","Tuesday",12
"1711",684,25.59,54.03,3509688,398959,"non_detection","non_detection","Tuesday",12
"1712",684,25.59,54.03,3569683,458957,"non_detection","non_detection","Tuesday",12
"1713",681,25.59,54.03,3629676,518952,"non_detection","non_detection","Tuesday",12
"1714",678,25.69,54.03,3689682,578955,"non_detection","non_detection","Tuesday",12
"1715",676,25.69,54.03,3749684,638958,"non_detection","non_detection","Tuesday",12
"1716",675,25.69,54.03,3809687,698957,"non_detection","non_detection","Tuesday",12
"1717",676,25.69,54.03,3869682,758957,"non_detection","non_detection","Tuesday",12
"1718",677,25.69,54.03,3929682,818956,"non_detection","non_detection","Tuesday",12
"1719",675,25.69,54.03,3989686,878959,"non_detection","non_detection","Tuesday",12
"1720",678,25.69,54.03,4049744,939018,"non_detection","non_detection","Tuesday",12
